Source;Target;Type;Label
1;0;Undirected;big data prioritization in scm decision-making: its role and performance implications
1;3;Undirected;big data prioritization in scm decision-making: its role and performance implications
1;2;Undirected;big data prioritization in scm decision-making: its role and performance implications
2;0;Undirected;big data prioritization in scm decision-making: its role and performance implications
2;3;Undirected;big data prioritization in scm decision-making: its role and performance implications
3;0;Undirected;big data prioritization in scm decision-making: its role and performance implications
4;6;Undirected;analysis and processing aspects of data in big data applications
4;5;Undirected;analysis and processing aspects of data in big data applications
5;6;Undirected;analysis and processing aspects of data in big data applications
7;10;Undirected;data factory: an efficient data analysis solution in the era of big data
7;9;Undirected;data factory: an efficient data analysis solution in the era of big data
7;8;Undirected;data factory: an efficient data analysis solution in the era of big data
8;10;Undirected;data factory: an efficient data analysis solution in the era of big data
8;9;Undirected;data factory: an efficient data analysis solution in the era of big data
9;10;Undirected;data factory: an efficient data analysis solution in the era of big data
11;13;Undirected;manufacturing big data ecosystem: a systematic literature review
11;12;Undirected;manufacturing big data ecosystem: a systematic literature review
11;13;Undirected;monitoring and control of unstructured manufacturing big data
11;12;Undirected;monitoring and control of unstructured manufacturing big data
12;13;Undirected;manufacturing big data ecosystem: a systematic literature review
12;13;Undirected;monitoring and control of unstructured manufacturing big data
14;21;Undirected;survey of big data application technology on multimedia data of public security
14;20;Undirected;survey of big data application technology on multimedia data of public security
14;19;Undirected;survey of big data application technology on multimedia data of public security
14;18;Undirected;survey of big data application technology on multimedia data of public security
14;15;Undirected;survey of big data application technology on multimedia data of public security
16;21;Undirected;survey of big data application technology on multimedia data of public security
16;20;Undirected;survey of big data application technology on multimedia data of public security
16;19;Undirected;survey of big data application technology on multimedia data of public security
16;18;Undirected;survey of big data application technology on multimedia data of public security
16;14;Undirected;survey of big data application technology on multimedia data of public security
16;17;Undirected;survey of big data application technology on multimedia data of public security
16;15;Undirected;survey of big data application technology on multimedia data of public security
17;21;Undirected;survey of big data application technology on multimedia data of public security
17;20;Undirected;survey of big data application technology on multimedia data of public security
17;19;Undirected;survey of big data application technology on multimedia data of public security
17;18;Undirected;survey of big data application technology on multimedia data of public security
17;15;Undirected;survey of big data application technology on multimedia data of public security
18;21;Undirected;survey of big data application technology on multimedia data of public security
